id,name,now_cost,position,team,goals_scored,minutes,points_per_game_rank_type,transfers_in_event,web_name,assists,bps,status,ict_index,cost_change_event,penalties_order,news,points_per_game_rank,expected_goals_conceded,cost_change_start_fall,total_points,transfers_out,red_cards,starts,cost_change_event_fall,expected_assists,now_cost_rank_type,selected_rank,expected_goal_involvements_per_90,goals_conceded_per_90,expected_goal_involvements,bonus,threat_rank_type,creativity_rank,expected_goals_conceded_per_90,news_added,creativity,dreamteam_count,form_rank_type,corners_and_indirect_freekicks_order,selected_rank_type,cost_change_start,influence_rank,starts_per_90,region,threat_rank,influence_rank_type,saves_per_90,clean_sheets,goals_conceded,ict_index_rank,saves,form,expected_goals_per_90,chance_of_playing_this_round,yellow_cards,clean_sheets_per_90,penalties_missed,value_form,direct_freekicks_order,penalties_saved,chance_of_playing_next_round,expected_goals,expected_assists_per_90,selected_by_percent,in_dreamteam,threat,ep_this,ict_index_rank_type,value_season,own_goals,ep_next,points_per_game,now_cost_rank,event_points,influence,transfers_in,transfers_out_event,creativity_rank_type,form_rank
271,Marcus Myers-Harness,49,MID,Ipswich,0,43,191,0,Harness,0,4,u,1.7,0,,Loaned to Derby County,390,1.36,1,2,2276,0,0,0,0.05,168,634,0.1,4.19,0.05,0,183,385,2.85,2024-08-31T08:21:56.022360Z,1.9,0,258,,282,-1,389,0.0,,336,188,0.0,0,2,405,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.1,0.0,False,6.0,0.0,200,0.4,0,0.0,1.0,260,0,9.4,347,12,208,597
272,George Hirst,54,FWD,Ipswich,1,154,25,186,Hirst,1,55,a,16.2,0,1.0,,184,5.96,1,16,4792,0,1,0,0.08,38,487,0.5,2.34,0.85,2,30,251,3.48,2024-08-12T14:30:04.606990Z,36.0,1,14,,64,-1,269,0.58,241.0,150,27,0.0,0,4,247,0,4.0,0.45,100.0,1,0.0,0,0.7,,0,100.0,0.77,0.05,0.1,False,64.0,4.0,30,3.0,0,3.5,2.3,133,0,60.0,8779,988,28,54
273,Cameron Humphreys,45,MID,Ipswich,0,0,264,0,Humphreys,0,0,u,0.0,0,,Loaned to Wycombe,601,0.00,0,0,4576,0,0,0,0.00,273,602,0.0,0.0,0.00,0,252,594,0.0,2024-08-23T12:39:48.370081Z,0.0,0,225,,260,0,594,0.0,,574,257,0.0,0,0,597,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,260,0.0,0,0.0,0.0,443,0,0.0,651,41,263,547
274,Omari Giraud-Hutchinson,52,MID,Ipswich,0,784,81,127,Hutchinson,1,83,a,34.2,-1,,,183,17.50,3,21,49783,0,9,1,0.93,109,309,0.18,1.84,1.54,1,49,82,2.01,2024-09-08T23:00:06.812294Z,133.1,0,88,,103,-3,232,1.03,241.0,80,99,0.0,2,16,114,0,1.7,0.07,100.0,3,0.23,0,0.3,3.0,0,100.0,0.61,0.11,0.3,False,126.0,1.7,68,4.0,0,1.2,2.3,175,3,81.2,22864,942,60,183
275,Ben Johnson,40,DEF,Ipswich,0,311,103,634,Johnson,1,16,a,14.0,0,,,317,10.98,0,6,330965,0,3,0,0.23,177,134,0.08,3.18,0.27,0,105,232,3.18,2024-10-19T23:00:05.652625Z,42.8,0,83,,49,0,214,0.87,241.0,323,83,0.0,0,11,268,0,0.7,0.01,75.0,0,0.0,0,0.2,,0,100.0,0.04,0.07,2.2,False,7.0,0.5,87,1.5,0,0.2,1.2,612,2,89.8,194298,3003,64,267
276,Freddie Ladapo,45,FWD,Ipswich,0,0,47,0,Ladapo,0,0,u,0.0,0,,Mutual termination of contract,555,0.00,0,0,180683,0,0,0,0.00,64,222,0.0,0.0,0.00,0,45,546,0.0,2024-08-31T06:23:26.859072Z,0.0,0,39,,39,0,548,0.0,,521,45,0.0,0,0,551,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.8,False,0.0,0.0,45,0.0,0,0.0,0.0,358,0,0.0,59882,2208,45,495
277,Massimo Luongo,45,MID,Ipswich,0,142,133,106,Luongo,0,22,a,3.0,0,,,285,4.90,0,6,65401,0,2,0,0.00,228,296,0.0,2.54,0.00,0,217,366,3.11,2024-10-08T11:00:07.389122Z,4.3,0,187,,98,0,335,1.27,13.0,523,155,0.0,0,4,372,0,0.0,0.0,75.0,0,0.0,0,0.0,,0,100.0,0.00,0.0,0.3,False,0.0,0.0,180,1.3,0,-0.5,1.5,360,0,25.0,64886,893,200,497
278,Sam Morsy,49,MID,Ipswich,1,803,44,942,Morsy,1,148,a,30.4,0,,,109,18.74,1,28,31333,0,9,0,0.64,161,349,0.09,1.91,0.86,5,155,109,2.1,2024-10-26T20:00:07.464596Z,113.1,0,30,,124,-1,85,1.01,63.0,284,27,0.0,1,17,148,0,3.3,0.02,75.0,4,0.11,0,0.7,,0,100.0,0.22,0.07,0.2,False,16.0,2.5,83,5.7,0,2.8,3.1,248,8,175.2,29857,645,80,72
279,Corrie Ndaba,40,DEF,Ipswich,0,0,162,0,Ndaba,0,0,u,0.0,0,,Permanent transfer to Kilmarnock,477,0.00,0,0,544,0,0,0,0.00,180,650,0.0,0.0,0.00,0,148,456,0.0,2024-08-01T06:52:12.954431Z,0.0,0,137,,217,0,471,0.0,,418,165,0.0,0,0,474,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,165,0.0,0,0.0,0.0,617,0,0.0,0,12,164,390
280,Cieran Slicker,40,GKP,Ipswich,0,0,48,165,Slicker,0,0,a,0.0,0,,,480,0.00,0,0,36540,0,0,0,0.00,60,224,0.0,0.0,0.00,0,22,460,0.0,,0.0,0,41,,31,0,474,0.0,243.0,422,48,0.0,0,0,477,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.7,False,0.0,0.0,48,0.0,0,-0.5,0.0,621,0,0.0,24595,731,30,394
281,Jack Taylor,48,MID,Ipswich,0,128,216,6,Taylor,0,11,i,4.6,0,,Knock - Expected back 24 Nov,431,2.63,2,4,2956,0,0,0,0.10,208,576,0.29,1.41,0.41,0,144,346,1.85,2024-10-26T20:00:07.481403Z,8.6,0,255,,242,-2,355,0.0,104.0,255,167,0.0,0,2,355,0,0.0,0.22,0.0,2,0.0,0,0.0,,0,0.0,0.31,0.07,0.0,False,21.0,0.0,175,0.8,0,0.0,0.7,312,0,17.6,1280,76,192,587
282,Axel Tuanzebe,40,DEF,Ipswich,0,512,78,177,Tuanzebe,0,46,i,16.4,0,,Hand injury - Expected back 24 Nov,245,11.22,0,11,228396,0,6,0,0.04,167,122,0.04,1.76,0.22,0,78,231,1.97,2024-10-05T09:30:06.049879Z,43.0,0,128,,45,0,193,1.05,50.0,263,77,0.0,1,10,246,0,0.0,0.03,0.0,1,0.18,0,0.0,,0,0.0,0.18,0.01,2.5,False,19.0,0.0,82,2.8,0,0.0,1.8,599,0,102.0,355419,9367,63,376
283,Christian Walton,44,GKP,Ipswich,0,90,26,33,Walton,0,9,a,2.8,0,,,220,2.65,1,2,14558,0,1,0,0.00,24,381,0.0,2.0,0.00,0,49,523,2.65,,0.0,0,66,,55,-1,333,1.0,241.0,497,28,3.0,0,2,378,3,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.2,False,0.0,0.0,28,0.5,0,-0.5,2.0,486,0,28.2,7880,203,55,472
284,Luke Woolfenden,40,DEF,Ipswich,0,377,137,257,Woolfenden,0,23,a,8.2,0,,,418,9.44,0,4,82311,0,4,0,0.01,176,148,0.01,2.39,0.04,0,107,378,2.25,,2.8,0,82,,54,0,244,0.95,241.0,328,90,0.0,0,10,317,0,0.7,0.01,,1,0.0,0,0.2,,0,,0.03,0.0,1.8,False,6.0,0.7,103,1.0,0,0.2,0.8,611,0,72.2,115985,2677,130,266
359,Kalvin Phillips,49,MID,Ipswich,0,536,126,18,Phillips,0,69,s,14.7,0,,Suspended until 24 Nov,277,12.49,1,11,9195,1,7,0,0.22,166,480,0.09,2.35,0.53,0,141,197,2.1,2024-11-02T18:30:07.799850Z,55.7,0,119,2.0,178,-1,251,1.18,241.0,245,109,0.0,1,14,262,0,1.0,0.05,100.0,1,0.17,0,0.2,2.0,0,0.0,0.31,0.04,0.1,False,25.0,1.0,127,2.2,0,0.0,1.6,258,-1,68.4,4354,502,126,242
568,Arijanet Muric,44,GKP,Ipswich,0,810,20,452,Muric,0,82,a,27.1,0,,,126,20.45,1,26,70302,0,9,0,0.00,29,190,0.0,2.11,0.00,3,53,534,2.27,2024-08-17T20:30:06.519689Z,0.0,0,12,,27,-1,18,1.0,286.0,508,5,4.22,1,19,169,38,2.3,0.0,100.0,1,0.11,0,0.5,,0,100.0,0.00,0.0,1.2,False,0.0,2.3,6,5.9,0,1.8,2.9,514,2,270.8,142901,3195,60,127
583,Conor Townsend,40,DEF,Ipswich,0,1,113,231,Townsend,0,2,a,1.4,0,,,342,0.23,0,1,22759,0,0,0,0.00,162,275,0.0,90.0,0.00,0,135,339,20.7,,10.0,0,103,,103,0,412,0.0,241.0,395,144,0.0,0,1,413,0,0.3,0.0,,0,0.0,0,0.1,,0,,0.00,0.0,0.4,False,0.0,0.3,141,0.2,0,-0.2,1.0,589,0,4.0,20409,682,110,312
611,Sam Szmodics,58,MID,Ipswich,2,467,72,652,Szmodics,0,70,a,23.6,0,,,171,12.48,2,25,56873,0,6,0,0.13,57,319,0.42,1.54,2.15,0,71,213,2.41,,49.6,0,25,,106,-2,203,1.16,104.0,110,83,0.0,1,8,194,0,3.7,0.39,,1,0.19,0,0.6,,0,,2.02,0.03,0.3,False,94.0,3.7,100,4.3,0,3.2,2.5,92,3,95.6,66150,1729,134,64
619,Jens Cajuste,45,MID,Ipswich,0,179,153,130,Cajuste,0,24,a,5.3,0,,,319,7.21,0,5,5355,0,2,0,0.13,242,506,0.08,2.51,0.15,0,205,256,3.63,2024-10-04T00:00:05.976169Z,32.1,0,131,,195,0,347,1.01,206.0,378,162,0.0,0,5,343,0,0.7,0.01,100.0,1,0.0,0,0.2,,0,100.0,0.02,0.07,0.1,False,1.0,0.7,169,1.1,0,0.2,1.2,400,0,19.8,9152,275,152,279
630,Dara O'Shea,40,DEF,Ipswich,0,602,85,2232,O'Shea,0,51,a,23.9,0,,,259,15.59,0,12,38482,0,7,0,0.04,174,216,0.08,2.09,0.52,1,30,367,2.33,2024-10-18T17:30:07.558521Z,3.9,0,64,,80,0,91,1.05,104.0,155,33,0.0,1,14,192,0,1.0,0.07,100.0,1,0.15,0,0.2,,0,100.0,0.48,0.01,0.8,False,62.0,1.0,56,3.0,0,0.5,1.7,609,2,172.4,118610,2374,122,228
631,Jack Clarke,55,MID,Ipswich,0,334,129,64,J.Clarke,1,49,a,16.1,0,,,280,8.40,0,13,3671,0,3,0,0.36,74,528,0.24,2.69,0.89,0,115,181,2.26,,63.7,0,108,,210,0,282,0.81,241.0,199,127,0.0,0,10,248,0,1.3,0.14,,1,0.0,0,0.2,,0,,0.53,0.1,0.0,False,44.0,1.3,119,2.4,0,0.8,1.6,121,1,55.4,5656,274,115,219
632,Chiedozie Ogbene,50,MID,Ipswich,0,237,145,9,Ogbene,0,29,i,6.4,0,,Achilles injury - Expected back 01 Jun,301,2.36,0,7,1716,0,3,0,0.05,137,628,0.02,1.14,0.05,0,166,264,0.9,2024-10-26T20:00:08.138345Z,30.2,0,168,,279,0,339,1.14,104.0,299,158,0.0,0,3,336,0,0.3,0.0,0.0,0,0.0,0,0.1,,0,0.0,0.00,0.02,0.0,False,12.0,0.0,164,1.4,0,0.0,1.4,215,0,22.8,2055,72,158,340
117,Facundo Buonanotte,51,MID,Leicester,3,639,21,8252,Buonanotte,2,161,a,64.0,0,,,48,12.99,-1,37,85490,0,7,0,0.94,118,110,0.47,1.55,3.32,3,25,30,1.83,,220.7,1,39,3.0,34,1,37,0.99,10.0,43,11,0.0,1,11,27,0,3.0,0.34,,4,0.14,0,0.6,,0,,2.38,0.13,3.0,False,184.0,3.0,19,7.3,0,3.0,4.1,187,1,235.4,380834,23404,26,95
192,Jordan Ayew,52,MID,Leicester,2,425,86,1499,J.Ayew,0,80,a,29.1,0,,,203,8.82,3,22,37287,0,4,0,0.18,99,347,0.39,1.69,1.81,1,43,162,1.87,,73.4,0,20,,122,-3,217,0.85,81.0,74,89,0.0,1,8,155,0,4.3,0.35,,4,0.21,0,0.8,2.0,0,,1.63,0.04,0.2,False,130.0,4.3,88,4.2,0,4.3,2.2,164,7,89.6,13998,557,107,50
198,Odsonne Edouard,52,FWD,Leicester,0,139,35,284,Edouard,0,9,a,7.8,-1,,,327,3.68,3,6,80154,0,1,1,0.07,43,322,0.3,1.94,0.46,0,34,276,2.38,2024-09-05T11:30:06.462155Z,25.0,0,64,,53,-3,426,0.65,73.0,186,42,0.0,0,3,321,0,0.0,0.25,100.0,0,0.0,0,0.0,,0,100.0,0.39,0.05,0.3,False,50.0,0.0,35,1.2,0,0.0,1.2,171,0,3.0,30558,1065,32,632
285,Boubakary Soumaré,44,MID,Leicester,0,48,219,2753,B.Soumaré,0,7,a,1.0,0,,,439,0.94,1,2,21083,0,0,0,0.26,299,323,0.58,0.0,0.31,0,189,379,1.76,,2.7,0,152,,108,-1,424,0.0,73.0,347,208,0.0,0,0,420,0,0.3,0.09,,2,0.0,0,0.1,,0,,0.05,0.49,0.3,False,4.0,0.3,208,0.5,0,0.3,0.5,509,1,3.0,26754,1268,204,318
286,Tom Cannon,45,FWD,Leicester,0,0,50,0,Cannon,0,0,u,0.0,0,,Loaned to Stoke City,576,0.00,0,0,131406,0,0,0,0.00,67,247,0.0,0.0,0.00,0,48,568,0.0,2024-08-31T06:20:48.397195Z,0.0,0,42,,44,0,569,0.0,,545,48,0.0,0,0,572,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.5,False,0.0,0.0,48,0.0,0,0.0,0.0,403,0,0.0,49177,1355,48,517
287,Hamza Choudhury,44,MID,Leicester,0,14,167,185,Choudhury,0,4,d,0.3,0,,Lack of match fitness - 75% chance of playing,357,1.03,1,1,54939,0,0,0,0.00,297,278,0.0,6.43,0.00,0,209,526,6.62,2024-10-04T00:00:05.751780Z,0.0,0,179,,89,-1,423,0.0,241.0,499,207,0.0,0,1,436,0,0.0,0.0,75.0,0,0.0,0,0.0,,0,75.0,0.00,0.0,0.4,False,0.0,0.0,216,0.2,0,0.0,1.0,494,0,3.0,64257,1322,223,476
288,Conor Coady,40,DEF,Leicester,0,7,152,580,Coady,0,-6,a,0.2,0,,,456,0.99,0,0,20314,0,0,0,0.00,161,312,0.0,12.86,0.00,0,134,433,12.73,2024-08-12T14:30:04.626270Z,0.0,0,124,,114,0,431,0.0,241.0,393,147,0.0,0,1,440,0,0.0,0.0,100.0,1,0.0,0,0.0,,0,100.0,0.00,0.0,0.3,False,0.0,0.0,149,0.0,0,0.0,0.0,587,0,2.0,22420,732,152,366
289,Patson Daka,48,FWD,Leicester,0,0,57,435,Daka,0,0,d,0.0,0,2.0,Lack of match fitness - 75% chance of playing,628,0.00,2,0,31786,0,0,0,0.00,59,433,0.0,0.0,0.00,0,55,622,0.0,2024-08-12T14:30:04.636525Z,0.0,0,51,,60,-2,625,0.0,238.0,609,55,0.0,0,0,626,0,0.0,0.0,75.0,0,0.0,0,0.0,,0,75.0,0.00,0.0,0.1,False,0.0,0.0,55,0.0,0,0.0,0.0,314,0,0.0,11839,388,55,588
290,Bobby De Cordova-Reid,52,MID,Leicester,0,159,151,20,De Cordova-Reid,0,21,a,4.3,0,,,315,4.05,3,8,12153,0,2,0,0.06,101,482,0.09,2.26,0.16,0,150,311,2.29,,14.9,0,169,,180,-3,390,1.13,107.0,269,189,0.0,0,4,360,0,0.3,0.06,,0,0.0,0,0.1,,0,,0.10,0.03,0.1,False,19.0,0.3,177,1.5,0,0.3,1.3,166,0,9.4,2668,138,178,341
291,Wout Faes,42,DEF,Leicester,1,900,59,5908,Faes,0,86,a,35.5,0,,,191,19.85,-2,22,606517,0,10,0,0.15,155,28,0.11,1.8,1.09,0,26,286,1.98,,21.1,0,53,,10,2,21,1.0,21.0,141,5,0.0,1,18,108,0,1.3,0.09,,1,0.1,0,0.3,,0,,0.94,0.02,12.8,False,71.0,1.3,23,5.2,0,1.3,2.2,574,2,262.8,1237862,27054,88,197
292,Michael Golding,44,MID,Leicester,0,0,230,1788,Golding,0,0,a,0.0,0,,,552,0.00,1,0,16953,0,0,0,0.00,307,314,0.0,0.0,0.00,0,216,543,0.0,,0.0,0,186,,104,-1,545,0.0,241.0,518,223,0.0,0,0,548,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.3,False,0.0,0.0,226,0.0,0,0.0,0.0,529,0,0.0,37943,1761,229,492
293,Mads Hermansen,45,GKP,Leicester,0,900,23,649,Hermansen,0,122,a,34.7,0,,,150,19.85,0,27,56246,0,10,0,0.00,16,207,0.0,1.8,0.00,0,58,414,1.98,,0.2,0,16,,29,0,6,1.0,58.0,551,2,4.2,1,18,111,42,2.0,0.0,,0,0.1,0,0.4,,0,,0.00,0.0,1.0,False,0.0,2.0,2,6.0,0,2.0,2.7,409,2,345.6,99293,3966,6,148
294,Daniel Iversen,40,GKP,Leicester,0,0,42,136,Iversen,0,0,a,0.0,0,,,470,0.00,0,0,31332,0,0,0,0.00,53,238,0.0,0.0,0.00,0,15,448,0.0,,0.0,0,34,,34,0,463,0.0,58.0,409,42,0.0,0,0,466,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.6,False,0.0,0.0,42,0.0,0,0.0,0.0,605,0,0.0,21810,717,23,382
295,James Justin,46,DEF,Leicester,2,810,17,1637,Justin,1,120,a,37.6,0,,,77,18.85,-1,31,143803,0,9,0,0.16,49,78,0.06,1.89,0.53,2,25,159,2.09,,74.4,2,96,,27,1,42,1.0,241.0,139,14,0.0,1,17,95,0,0.7,0.04,,1,0.11,0,0.2,,0,,0.37,0.02,4.5,False,72.0,0.7,19,6.7,0,0.7,3.4,349,0,229.4,569282,37775,37,282
296,Victor Kristiansen,45,DEF,Leicester,0,767,90,67,Kristiansen,0,93,a,32.6,0,,,274,17.67,0,14,11906,0,9,0,0.49,82,428,0.06,1.76,0.49,0,126,71,2.07,2024-10-27T22:00:06.301413Z,143.6,0,94,4.0,156,0,81,1.06,58.0,364,29,0.0,1,15,127,0,0.7,0.0,75.0,1,0.12,0,0.2,,0,100.0,0.00,0.06,0.1,False,2.0,0.5,32,3.1,0,0.7,1.6,413,2,181.0,7670,235,15,280
297,Wanya Marçal-Madivádua,45,MID,Leicester,0,0,244,0,Marcal,0,0,u,0.0,0,,Loaned to De Graafschap,578,0.00,0,0,4017,0,0,0,0.00,244,601,0.0,0.0,0.00,0,231,570,0.0,2024-08-31T06:21:32.289998Z,0.0,0,201,,259,0,571,0.0,,547,237,0.0,0,0,574,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,240,0.0,0,0.0,0.0,405,0,0.0,754,22,243,519
298,Stephy Mavididi,53,MID,Leicester,2,608,53,490,Mavididi,0,98,a,38.7,0,3.0,,133,12.32,2,29,119541,0,7,0,1.60,87,208,0.38,1.48,2.57,3,57,60,1.82,,156.8,0,106,,66,-2,163,1.04,241.0,88,59,0.0,1,10,91,0,1.3,0.14,,2,0.15,0,0.2,1.0,0,,0.97,0.24,0.9,False,111.0,1.3,56,5.5,0,1.3,2.9,150,1,123.0,160647,10827,49,217
299,Kasey McAteer,48,MID,Leicester,0,29,188,16,McAteer,0,11,a,2.2,0,,,386,0.20,2,4,3921,0,0,0,0.01,212,552,0.15,0.0,0.05,0,168,384,0.62,,1.9,0,159,,225,-2,388,0.0,104.0,305,187,0.0,0,0,393,0,0.3,0.12,,0,0.0,0,0.1,,0,,0.04,0.03,0.0,False,11.0,0.3,195,0.8,0,0.3,1.0,320,1,9.6,1877,57,207,331
300,Wilfred Ndidi,50,MID,Leicester,0,846,52,546,Ndidi,4,163,a,48.2,0,,,131,17.73,0,29,67938,0,10,0,1.09,128,250,0.15,1.7,1.37,1,62,83,1.89,,132.3,1,71,,79,0,33,1.06,157.0,94,9,0.0,1,16,53,0,2.0,0.03,,3,0.11,0,0.4,,0,,0.28,0.12,0.5,False,106.0,2.0,35,5.8,1,2.0,2.9,204,2,244.0,99435,3767,61,155
301,Caleb Okoli,40,DEF,Leicester,0,630,74,4065,Okoli,0,72,a,23.7,0,,,232,14.93,0,13,38131,0,7,0,0.04,188,178,0.03,1.86,0.18,1,57,355,2.13,,6.6,0,84,,67,0,71,1.0,106.0,217,23,0.0,1,13,193,0,0.7,0.02,,1,0.14,0,0.2,,0,,0.14,0.01,1.3,False,36.0,0.7,57,3.2,0,0.7,1.9,636,0,194.8,151666,5147,115,268
302,Ricardo Barbosa Pereira,42,DEF,Leicester,0,146,119,185,Ricardo,0,10,a,2.2,0,,,349,2.08,3,2,15397,0,2,0,0.03,151,424,0.02,2.47,0.03,0,122,359,1.28,,5.7,0,85,,154,-3,372,1.23,173.0,360,133,0.0,0,4,391,0,0.7,0.0,,1,0.0,0,0.2,,0,,0.00,0.02,0.1,False,2.0,0.7,130,0.5,0,0.7,1.0,570,2,13.8,3884,165,118,269
303,Harry Souttar,40,DEF,Leicester,0,0,156,0,Souttar,0,0,u,0.0,0,,Season long loan to Sheffield United,466,0.00,0,0,1283,0,0,0,0.00,169,630,0.0,0.0,0.00,0,140,444,0.0,2024-08-07T08:21:01.638839Z,0.0,0,130,,210,0,459,0.0,,405,158,0.0,0,0,462,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,158,0.0,0,0.0,0.0,601,0,0.0,0,15,157,378
304,Jakub Stolarczyk,40,GKP,Leicester,0,0,49,58,Stolarczyk,0,0,i,0.0,0,,Ankle injury - Expected back 25 Jan,481,0.00,0,0,3477,0,0,0,0.00,61,523,0.0,0.0,0.00,0,23,461,0.0,2024-07-25T11:00:04.015354Z,0.0,0,42,,65,0,475,0.0,172.0,423,49,0.0,0,0,478,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,49,0.0,0,0.0,0.0,622,0,0.0,3280,72,31,395
305,Luke Thomas,39,DEF,Leicester,0,0,148,8078,Thomas,0,0,a,0.0,0,,,447,0.00,1,0,42097,0,0,0,0.00,218,199,0.0,0.0,0.00,0,130,423,0.0,,0.0,0,119,,75,-1,440,0.0,241.0,383,150,0.0,0,0,443,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,1.1,False,0.0,0.0,150,0.0,0,0.0,0.0,671,0,0.0,83521,3262,148,356
306,Jamie Vardy,57,FWD,Leicester,4,843,14,11415,Vardy,1,163,a,46.2,0,1.0,,38,18.90,-2,43,1021155,0,10,0,0.61,29,36,0.44,1.92,4.12,7,17,125,2.02,2024-08-12T14:30:04.652324Z,99.3,0,4,,9,2,83,1.07,241.0,42,12,0.0,1,18,59,0,6.3,0.37,100.0,3,0.11,0,1.1,,0,100.0,3.51,0.07,11.2,False,186.0,6.3,13,7.5,0,6.3,4.3,95,5,178.6,1819469,57352,10,11
307,Jannik Vestergaard,40,DEF,Leicester,0,270,96,943,Vestergaard,0,21,a,8.6,0,,,303,4.01,0,4,209789,0,3,0,0.02,160,142,0.01,1.33,0.03,0,104,318,1.34,2024-10-24T16:30:05.805561Z,12.4,0,81,,52,0,256,1.0,58.0,322,96,0.0,0,4,313,0,0.7,0.0,100.0,1,0.0,0,0.2,,0,100.0,0.01,0.01,1.9,False,7.0,0.7,100,1.0,0,0.7,1.3,586,2,67.0,213101,2283,102,265
308,Danny Ward,40,GKP,Leicester,0,0,35,731,Ward,0,0,a,0.0,0,,,457,0.00,0,0,99726,0,0,0,0.00,46,131,0.0,0.0,0.00,0,8,434,0.0,,0.0,0,27,,18,0,449,0.0,244.0,394,35,0.0,0,0,452,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,2.2,False,0.0,0.0,35,0.0,0,0.0,0.0,588,0,0.0,74732,2023,16,367
309,Harry Winks,45,MID,Leicester,0,765,84,17472,Winks,2,138,a,36.7,0,,,196,16.01,0,20,1072817,0,8,0,1.14,231,27,0.14,1.88,1.26,0,159,33,1.88,,205.6,0,36,2.0,8,0,133,0.94,241.0,292,45,0.0,0,16,99,0,3.0,0.01,,3,0.0,0,0.7,,0,,0.12,0.13,13.1,False,14.0,3.0,61,4.4,0,3.0,2.2,367,2,146.4,1099300,31538,29,86
501,Oliver Skipp,49,MID,Leicester,0,401,135,28,Skipp,0,47,a,10.6,0,,,287,11.57,1,9,4382,0,5,0,0.21,178,521,0.06,1.8,0.26,0,175,218,2.6,,47.7,0,161,,205,-1,293,1.12,241.0,317,136,0.0,1,8,299,0,0.3,0.01,,2,0.22,0,0.1,,0,,0.05,0.05,0.0,False,9.0,0.3,149,1.8,0,0.3,1.5,270,0,50.0,3116,123,137,333
570,Abdul Fatawu,54,MID,Leicester,0,486,77,222,A.Fatawu,2,107,a,36.8,0,,,178,10.30,1,24,81826,0,5,0,1.38,86,289,0.33,2.04,1.78,3,41,121,1.91,2024-11-01T11:00:08.631689Z,102.1,0,51,,95,-1,154,0.93,81.0,72,55,0.0,0,11,98,0,2.7,0.07,75.0,0,0.0,0,0.5,,0,100.0,0.40,0.26,0.4,False,135.0,2.0,60,4.4,0,2.7,2.4,145,2,129.6,67508,1440,88,119
606,Will Alves,45,MID,Leicester,0,0,267,88,Alves,0,0,a,0.0,0,,,605,0.00,0,0,8834,0,0,0,0.00,276,442,0.0,0.0,0.00,0,255,598,0.0,,0.0,0,228,,161,0,598,0.0,241.0,578,260,0.0,0,0,601,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.1,False,0.0,0.0,263,0.0,0,0.0,0.0,447,0,0.0,10103,227,266,551
616,Ben Nelson,40,DEF,Leicester,0,0,172,0,Nelson,0,0,u,0.0,0,,Loaned to Oxford United,499,0.00,0,0,3261,0,0,0,0.00,193,586,0.0,0.0,0.00,0,159,478,0.0,2024-08-31T06:22:31.067773Z,0.0,0,148,,200,0,492,0.0,,442,174,0.0,0,0,495,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,174,0.0,0,0.0,0.0,643,0,0.0,2208,26,173,414
635,Bilal El Khannouss,49,MID,Leicester,0,177,158,86,El Khannouss,0,27,a,10.2,0,,,324,4.65,1,7,3270,0,2,0,0.35,192,544,0.22,2.54,0.43,0,163,163,2.36,,72.6,0,99,,219,-1,357,1.02,145.0,296,169,0.0,0,5,301,0,1.3,0.04,,0,0.0,0,0.3,,0,,0.08,0.18,0.0,False,12.0,1.3,151,1.4,0,1.3,1.2,291,1,17.6,5106,124,108,209
310,Alisson Ramses Becker,54,GKP,Liverpool,0,528,1,242,A.Becker,0,131,i,12.6,0,,Hamstring injury - Expected back 24 Nov,11,3.74,1,35,1169244,0,6,0,0.00,3,71,0.0,0.34,0.00,5,70,657,0.64,2024-10-05T14:00:07.200306Z,0.0,1,71,,14,-1,158,1.02,30.0,654,21,2.56,4,2,279,15,0.0,0.0,0.0,0,0.68,0,0.0,,0,0.0,0.00,0.0,5.7,False,0.0,0.0,21,6.5,0,0.0,5.8,129,0,126.8,542147,15929,71,638
